date,time,source_mac,source_ip,source_port,dest_mac,dest_ip,dest_port,protocol,good,allowed
04/22/2018,16:53:05,47:3a:54:28:a9:57:f7:9c,253.99.45.134,58449,92:5e:1a:df:54:f2:8e:24,69.51.104.177,31527,UDP,0,1
07/18/2018,16:48:05,d1:7e:ec:5a:3e:b9:8a:7d,239.45.2.209,18519,6b:57:bc:12:44:aa:83:27,64.7.204.208,46219,UDP,1,0
07/01/2018,11:28:05,51:1c:e8:b6:b9:f2:54:09,172.36.65.142,19564,5c:fe:cf:15:7b:2e:c0:8f,93.186.179.225,64114,UDP,1,1
11/24/2018,05:12:05,1f:0a:97:c2:7e:5a:00:4a,62.29.48.137,59179,de:1d:0b:ed:92:38:a0:92,146.108.215.124,51061,UDP,0,1
08/08/2018,18:02:05,f1:2b:ad:da:14:66:7c:98,8.106.112.196,7296,0d:65:2d:b8:ae:78:93:88,78.54.215.73,56722,TCP,1,1
08/26/2018,11:08:05,fb:4b:04:bc:97:b9:90:58,55.134.20.27,38634,6a:1a:f4:bb:27:55:bc:23,227.131.151.28,25996,UDP,0,1
09/12/2018,02:46:05,db:da:b6:ed:1a:e2:e5:a5,13.128.139.194,32105,36:29:5b:58:48:4f:ac:6b,169.109.187.148,14465,UDP,1,0
11/02/2018,11:18:05,c4:da:9c:b1:1a:3f:1f:80,7.66.251.61,2503,79:7e:14:4d:4d:c1:e0:e6,254.109.125.159,1960,TCP,0,0
03/02/2018,20:14:05,4e:92:1f:59:83:1e:4e:f8,174.150.7.237,7300,6e:1d:a7:fa:7b:12:17:d4,176.116.127.142,22933,TCP,1,1
12/19/2018,05:51:05,06:69:7f:ec:57:d9:9d:02,97.247.168.246,22204,0f:1f:00:cb:71:19:2f:fe,189.145.105.72,9362,UDP,0,1
02/25/2018,17:34:05,36:3b:83:05:64:d1:ed:b5,35.228.181.181,15512,08:16:ec:71:36:a0:2b:40,161.117.186.122,59824,UDP,1,1
11/16/2018,21:11:05,98:de:3c:b2:5c:af:d7:8d,65.229.99.125,37117,13:80:af:3f:b2:ce:0b:77,38.226.156.215,10323,UDP,0,0
11/17/2018,20:31:05,d3:c8:b4:8b:b7:c4:90:b9,218.248.244.48,41595,56:1d:ff:f5:7e:0e:f7:ac,112.225.144.47,63,UDP,0,0
02/28/2018,00:26:05,db:9b:41:8e:65:24:4e:f9,154.215.85.62,54795,ca:be:a3:8b:b1:4d:f8:7c,211.240.4.118,60647,TCP,1,1
08/01/2018,21:14:05,1e:cb:06:a7:bb:9b:b4:23,182.26.155.233,58404,b2:ba:d0:4c:11:41:81:a9,175.194.168.47,50331,UDP,1,0
07/25/2018,14:29:05,09:b0:91:a5:09:ae:25:3c,142.177.110.7,38129,49:76:6a:c1:b0:66:c4:66,174.242.123.103,37700,TCP,0,0
09/20/2018,07:13:05,e8:78:37:98:7b:39:2f:fb,186.10.120.33,64410,e9:51:06:cc:11:de:2d:3a,40.225.114.131,38272,UDP,1,1
07/24/2018,02:19:05,a9:07:b8:01:71:a1:88:78,75.123.170.137,19835,ba:37:39:64:ac:1a:e8:f4,128.143.51.236,24222,UDP,0,0
02/12/2018,21:15:05,8b:93:ba:13:0c:91:bf:b6,254.133.175.89,53886,55:67:9e:74:be:00:26:a0,18.131.66.132,13907,TCP,0,0
02/15/2018,15:54:05,8d:9c:ad:97:2c:34:2e:2d,37.133.83.37,42265,dc:fb:70:c3:c5:a3:3c:49,189.13.202.43,9409,TCP,1,0
08/04/2018,21:26:05,61:0d:1f:d1:99:04:8d:56,97.133.200.147,17823,75:33:57:37:a0:c5:0f:eb,228.124.212.58,38753,TCP,1,0
08/26/2018,14:42:05,d4:25:83:63:f8:31:29:82,152.115.231.61,30891,a5:53:a8:6e:d1:4d:c3:c7,236.125.8.163,771,UDP,0,0
04/19/2018,07:22:05,02:0b:30:05:b4:0c:93:c8,123.26.71.66,8112,47:5b:f1:c2:c3:1f:d5:6e,253.1.142.15,22131,TCP,1,0
06/18/2018,19:02:05,40:ea:b3:0f:bd:f1:53:ef,149.191.190.220,11082,8b:68:c7:09:58:bd:5c:9a,10.187.85.15,49018,TCP,0,1
04/22/2018,17:18:05,68:11:86:59:dd:34:43:28,197.100.97.176,38186,77:fc:e0:aa:70:74:e2:f4,68.181.13.193,29772,UDP,0,1
02/14/2018,09:55:05,25:ea:0e:92:2c:34:d4:6e,193.220.152.101,39802,19:75:b6:72:e2:7b:fc:df,151.157.237.248,40929,TCP,1,1
04/18/2018,09:17:05,25:30:19:9b:2a:07:e3:f4,122.157.166.62,39098,61:fa:8c:32:33:71:7e:ae,247.252.143.117,51300,TCP,1,1
09/19/2018,21:17:05,19:e4:fb:2a:4c:87:9c:f8,5.52.164.152,8371,8f:5a:e8:ec:aa:66:f2:f6,184.163.238.149,6398,TCP,1,0
07/25/2018,10:35:05,4f:fe:84:69:78:8c:4f:ac,95.29.232.130,10495,e7:4c:b4:86:a6:c7:73:02,52.137.103.240,38355,TCP,1,0
11/07/2018,09:18:05,2b:c1:18:ec:b7:ca:65:3b,237.1.41.171,1576,4e:17:cb:34:6e:e7:84:cd,158.148.96.151,63140,TCP,1,1
11/06/2018,00:48:05,d0:97:16:6e:cb:95:07:3d,145.193.193.2,30801,7f:c4:b8:31:ad:aa:96:2f,38.114.158.254,36894,UDP,1,1
06/22/2018,06:14:05,39:b3:8e:4a:51:d5:4e:bc,108.125.119.68,22053,a5:81:cd:da:3d:12:a5:6d,171.117.194.119,64652,TCP,1,0
08/04/2018,10:32:05,53:43:53:a9:d9:5b:85:fe,121.72.177.157,54892,7b:ae:8b:f9:2d:a3:17:25,78.114.224.86,13535,TCP,1,0
07/18/2018,05:25:05,1e:0f:ca:c5:9d:fc:51:48,132.88.114.76,26729,67:0a:6f:56:8a:a2:5a:b6,170.230.120.130,54492,TCP,1,0
04/23/2018,06:01:05,2c:2f:57:c4:5b:f8:e0:11,149.50.102.199,23097,49:3e:24:48:be:f3:45:70,102.1.1.168,10379,UDP,1,1
02/10/2018,01:52:05,58:fc:c7:4d:05:79:5b:4c,224.134.63.32,14631,a4:1d:ae:56:60:30:8f:6f,229.31.102.42,54473,TCP,1,1
06/10/2018,17:07:05,8e:96:ad:a9:2b:64:2a:b7,81.44.39.164,63777,17:68:0f:01:4f:58:d1:88,21.233.120.1,5085,UDP,1,1
05/22/2018,12:18:05,71:4c:d3:ba:06:66:0a:67,216.88.203.165,64742,b7:76:e8:a7:55:1d:0a:0c,115.147.102.65,62957,UDP,1,0
11/08/2018,05:39:05,48:22:4e:db:e3:2f:56:b9,190.43.191.130,64399,d6:04:48:ca:c3:e7:2f:36,23.53.232.3,59356,UDP,0,1
02/10/2018,19:52:05,ce:37:08:01:d0:41:9b:e3,49.199.37.167,35180,64:ac:03:b7:09:87:56:05,12.64.84.114,22490,TCP,0,1
07/01/2018,00:28:05,e3:ab:36:de:df:41:f4:bf,27.11.28.85,27445,08:d6:15:d2:a2:71:71:a1,37.191.117.107,42300,TCP,1,0
06/10/2018,13:42:05,1c:b9:d9:9a:cc:13:38:d0,207.149.86.113,16840,4a:13:77:cb:44:b6:19:93,116.99.249.35,50668,TCP,0,0
11/28/2018,16:14:05,11:ce:1b:33:e0:3f:ca:3e,88.127.110.61,27656,91:88:ec:22:0b:15:7a:ad,216.133.248.193,23953,TCP,0,1
10/23/2018,03:19:05,22:fc:b0:ab:1b:f1:bb:49,120.189.12.173,7596,c5:71:64:05:cc:67:12:13,177.55.211.162,27286,TCP,0,1
10/20/2018,07:16:05,37:43:b2:d5:91:99:66:0c,179.247.70.1,54344,ef:f3:71:5f:7d:f8:27:f4,185.108.246.246,57106,UDP,1,0
09/22/2018,07:14:05,ba:20:28:3a:49:22:38:d1,69.19.103.11,1721,5b:c1:d9:28:48:97:f2:ac,221.102.45.155,44886,TCP,0,0
09/22/2018,05:06:05,c0:1f:25:b6:4f:6f:36:38,132.13.92.95,34146,bd:7d:20:af:1f:38:8f:4d,153.187.57.82,10922,UDP,0,0
08/21/2018,06:55:05,87:27:60:82:e5:9d:18:05,227.242.7.29,12433,96:2e:ec:6b:cb:e7:8a:bf,119.234.84.151,14365,TCP,1,1
09/05/2018,17:42:05,d7:cd:94:48:a7:e8:0c:1b,137.113.15.123,2775,f6:98:39:57:df:c6:4b:50,4.188.93.223,33802,UDP,1,1
11/07/2018,06:09:05,54:50:ad:ed:30:5f:39:de,131.113.32.128,10151,a1:97:c8:6f:82:29:b4:51,97.118.247.144,58765,TCP,1,0
02/02/2018,20:48:05,f2:97:2e:63:22:68:df:8b,243.62.231.202,530,a9:9e:76:df:c4:80:99:20,19.244.198.240,45348,UDP,0,1
11/11/2018,15:26:05,b8:49:fa:cc:3f:df:7b:de,14.43.62.47,55955,f0:61:81:83:79:09:fd:e7,253.180.120.169,6886,TCP,0,0
05/30/2018,16:49:05,66:d0:17:a2:07:e0:3d:d3,37.72.89.88,22475,8c:01:77:87:f4:cc:83:7c,215.186.140.24,53964,UDP,1,0
08/03/2018,01:41:05,e3:61:97:71:f4:44:75:eb,105.69.172.104,1094,d1:86:cb:be:14:b8:92:46,61.142.208.132,21698,UDP,0,0
02/03/2018,11:26:05,41:af:c9:5b:01:32:1a:be,93.242.85.170,57904,53:f4:82:b8:49:1e:30:4b,158.90.71.45,64211,UDP,0,1
11/19/2018,02:43:05,3b:d4:24:7a:f0:4a:f3:63,225.148.93.14,24699,d8:87:7e:89:57:0e:af:7b,244.96.66.89,46139,UDP,0,1
03/29/2018,12:50:05,f8:b2:40:23:eb:03:b8:93,25.236.141.86,41186,97:80:90:f9:f9:f8:11:f1,167.250.137.240,33198,TCP,1,0
12/29/2018,02:55:05,31:2c:55:53:57:28:f5:7b,165.56.242.145,46223,b4:c2:ce:7c:f6:4c:a5:ef,195.67.228.179,44407,UDP,1,1
07/22/2018,08:19:05,4e:4b:7e:ec:92:8b:b0:d3,141.253.49.187,42830,e8:53:3a:a6:21:11:03:d3,230.16.69.203,26181,UDP,0,1
06/10/2018,11:20:05,42:16:f3:c4:9a:b7:4f:34,229.127.81.42,939,17:c0:92:6e:5a:50:e5:3f,47.125.243.149,34802,UDP,0,1
11/05/2018,17:05:05,92:aa:53:f6:d3:71:12:c8,107.142.112.220,48524,dd:4d:9d:ee:be:af:f3:b9,83.205.210.178,26345,UDP,0,1
10/12/2018,10:04:05,af:a0:7b:71:a2:0f:97:ab,204.88.201.64,3362,c0:da:be:60:d2:a4:bb:5c,91.84.47.97,26796,UDP,1,0
10/08/2018,07:19:05,6d:96:c2:f0:1c:f3:9a:da,201.53.9.131,61880,ee:2e:bb:da:14:84:83:dd,28.221.226.229,38875,TCP,0,1
10/09/2018,22:04:05,7b:f8:38:82:28:1f:60:2a,214.139.183.171,35265,07:c9:77:8e:f9:9a:6e:1a,160.88.55.197,27598,TCP,1,0
11/04/2018,00:30:05,7e:80:d8:29:6a:c6:66:3d,47.100.44.8,25205,41:94:38:15:3b:fd:dd:82,160.75.108.165,21416,TCP,0,0
06/24/2018,03:36:05,4f:c2:b3:c3:42:78:13:68,214.203.247.85,58382,97:e4:e7:aa:7f:fc:5c:c0,96.57.162.121,12423,TCP,0,0
09/04/2018,21:27:05,ed:87:60:cb:a9:b2:32:88,140.137.54.94,16376,10:78:6b:7d:db:7a:04:06,55.83.119.172,57092,TCP,0,0
11/07/2018,06:31:05,ca:be:10:65:90:59:e7:29,170.124.188.203,1714,7d:f6:46:63:c3:cb:62:88,116.174.163.186,24512,TCP,1,1
12/03/2018,20:36:05,02:67:2c:9d:cb:b9:f1:2f,144.65.18.63,18271,d1:a7:c9:45:0c:59:20:a2,113.70.154.119,38263,UDP,1,0
07/06/2018,20:12:05,da:48:25:32:58:5b:b2:bd,228.139.194.87,40955,e0:06:79:b9:4b:23:93:08,203.77.16.78,61024,UDP,1,0
02/03/2018,00:51:05,42:a3:7a:51:5c:08:b9:a8,22.217.179.150,65269,f8:ee:26:91:e3:d4:5d:75,8.237.6.56,49891,TCP,1,1
12/13/2018,10:15:06,21:8e:33:a9:25:af:f1:05,232.240.129.75,55432,ab:84:aa:74:21:ce:7b:1a,190.89.28.110,18993,TCP,0,1
02/16/2018,14:23:06,8a:7c:ed:bb:d2:a3:fd:7c,197.253.6.222,26970,34:1f:af:99:5b:f6:fa:32,62.199.173.177,19264,UDP,0,1
09/25/2018,08:57:06,60:91:68:b6:39:84:c8:a7,247.73.147.119,47890,ae:e3:11:e7:79:94:f5:6e,87.97.52.214,19828,UDP,1,1
10/30/2018,08:09:06,75:f0:4e:67:ee:e6:5e:0a,143.77.175.196,3517,4d:00:ac:63:8c:73:05:ad,225.62.100.155,4609,UDP,0,0
11/16/2018,07:07:06,dd:51:97:e0:62:36:5f:13,58.22.166.25,22410,79:99:26:cb:6c:0d:24:64,29.70.86.36,49569,TCP,0,1
11/10/2018,04:44:06,d9:f7:bc:9d:af:06:4f:0e,121.64.192.137,58350,10:bc:24:19:9f:dd:ed:67,253.39.176.25,60840,TCP,1,1
02/28/2018,04:29:06,c6:36:04:21:29:6d:0c:56,80.191.187.194,20538,ef:f0:26:6c:90:ba:a0:18,174.6.224.165,5445,UDP,1,0
10/21/2018,00:24:06,bd:bf:c0:8f:00:b2:74:f6,36.180.103.172,13311,78:d5:f3:7d:1c:02:2f:f2,152.225.117.107,30551,UDP,0,1
11/04/2018,06:45:06,d9:13:6e:e9:61:43:bf:70,155.112.28.76,3213,fc:17:12:7f:23:80:b5:fe,209.230.209.187,63348,UDP,1,1
09/27/2018,15:30:06,30:3b:7e:7c:20:eb:22:d1,189.217.128.73,59312,6a:1f:f2:e6:85:f0:48:fc,110.162.199.235,63545,TCP,0,0
10/20/2018,16:07:06,bc:05:45:e2:73:63:38:0f,58.61.53.213,27032,ea:94:37:77:84:87:f6:4a,206.185.4.222,29083,UDP,1,0
04/12/2018,16:33:06,10:d1:13:08:ce:39:7d:88,228.17.146.184,31217,a8:58:6a:7b:d1:a3:63:84,131.164.87.93,44894,TCP,1,0
06/11/2018,15:48:06,e0:3b:eb:7b:e1:78:44:97,213.251.63.232,35676,c6:4d:14:66:84:1c:9d:67,188.123.214.100,32878,UDP,0,0
11/28/2018,14:30:06,32:8a:99:5b:6c:e4:45:02,232.142.99.197,6720,39:08:63:f7:a5:98:a4:df,102.126.44.245,63182,TCP,1,1
03/11/2018,21:33:06,de:06:f3:cf:72:d3:5d:25,222.134.223.105,63653,4b:78:8b:8e:b0:f8:a8:ff,23.46.246.160,18846,UDP,0,1
11/06/2018,07:34:06,41:db:f2:6a:62:b1:6c:f6,209.248.48.29,30197,c9:84:ab:63:7a:7f:02:d8,63.47.2.132,29533,TCP,1,0
09/02/2018,20:51:06,85:85:e4:07:5f:da:89:b1,52.147.3.3,33171,fa:58:d7:0e:8f:88:54:01,117.110.71.130,48513,UDP,0,1
12/04/2018,19:11:06,0d:d8:35:ed:a7:6b:aa:32,137.70.81.227,15466,42:9f:1c:54:9f:8c:fe:64,168.81.114.199,61502,TCP,0,0
09/09/2018,05:25:06,23:4f:f2:97:db:6c:7c:46,224.76.240.120,59912,67:7f:c6:2d:d9:ec:85:37,19.245.234.126,64491,UDP,1,0
05/13/2018,13:23:06,49:84:03:86:e0:99:c7:f6,68.189.168.39,33128,56:82:c6:78:db:b4:21:59,50.110.123.215,36749,TCP,1,0
09/05/2018,18:01:06,85:a2:84:13:a8:41:1b:8a,250.128.182.225,62028,fb:44:08:83:a6:b3:42:5f,100.162.101.18,45538,UDP,1,0
05/13/2018,08:21:06,a3:4f:15:16:4b:ce:7a:32,93.117.128.120,37914,9c:e8:e4:f4:cd:2c:94:68,82.32.82.252,26252,UDP,1,1
08/12/2018,15:48:06,9f:ea:cb:4e:57:10:65:a0,203.116.167.28,40755,10:32:a8:27:d0:5c:d5:25,25.166.147.80,4105,TCP,1,0
11/02/2018,03:15:06,3b:17:b6:a0:c7:74:55:86,131.159.30.49,65469,81:97:44:18:96:7a:4b:8e,190.79.18.150,5097,UDP,1,0
10/04/2018,15:19:06,79:33:13:92:57:8a:a2:e4,219.122.91.77,60935,6b:21:d8:02:c2:36:91:09,247.246.33.93,31966,TCP,0,0
03/01/2018,18:55:06,87:34:ad:d1:d2:6d:0f:8c,147.9.238.212,5122,74:9a:08:e9:73:0f:a1:a1,249.110.209.194,29046,TCP,0,1
04/15/2018,19:08:06,18:05:56:97:ef:81:16:eb,141.62.217.55,2049,c0:14:0e:1b:93:8a:54:b4,172.190.240.247,46488,TCP,0,1
09/22/2018,20:25:06,55:38:5d:4d:c7:ef:11:46,28.238.126.125,47058,f2:3f:c9:a6:ce:72:1a:28,211.187.163.67,40648,UDP,0,0
12/02/2018,19:07:06,3b:f2:fd:e3:df:f2:e5:51,106.53.149.232,15366,67:3f:1a:40:5e:cd:97:82,26.68.148.129,18381,UDP,0,0
03/08/2018,03:35:06,8a:63:9b:dc:bc:55:73:93,132.152.188.76,22897,10:31:d8:c5:1a:6d:df:cc,138.7.83.196,55306,TCP,1,1
03/29/2018,20:27:06,fa:07:09:72:ab:97:46:14,170.85.153.71,51334,57:40:7b:b8:9a:63:f8:21,94.31.86.46,45747,TCP,1,1
03/26/2018,20:33:06,90:d6:0a:41:c7:5d:d7:d0,33.60.151.203,39670,75:ef:bd:66:33:08:93:0d,252.154.110.185,41050,UDP,1,1
06/16/2018,20:15:06,ec:98:45:d9:b0:0b:3a:0d,54.254.129.177,1639,1c:00:17:ef:be:fe:f7:e2,203.249.253.87,39975,UDP,1,0
03/18/2018,18:30:06,7e:60:83:37:b5:7e:bf:07,9.52.137.97,56313,04:00:59:f4:bb:30:40:dc,216.195.53.197,11927,TCP,1,0
04/02/2018,10:53:06,b5:03:2c:c0:75:e1:49:fc,242.55.63.68,17397,a7:f5:52:1d:ad:5d:ad:61,82.92.98.51,27862,UDP,0,1
10/21/2018,18:13:06,c6:7c:23:86:ec:d7:04:9f,120.243.106.19,45680,10:09:49:17:f4:f4:d1:a1,19.79.243.31,53720,UDP,1,1
06/16/2018,16:56:06,9a:95:26:62:83:16:4f:e6,172.235.47.158,18054,1d:47:18:8e:e1:b0:e6:0c,156.231.170.27,43157,TCP,0,1
03/27/2018,08:46:06,e8:a9:4b:7f:95:73:0d:2d,173.231.186.211,55000,c0:21:56:ce:24:eb:47:76,191.250.24.192,54894,TCP,1,0
09/29/2018,00:36:06,49:79:5c:d8:77:af:b6:6a,203.112.67.176,49562,16:15:51:d0:53:d2:9b:34,72.85.85.163,53579,TCP,0,1
05/02/2018,14:22:06,d3:df:56:f5:43:fa:1d:07,96.237.81.36,20085,02:ff:6b:d0:e3:ef:84:ad,219.244.103.165,40061,TCP,0,1
10/22/2018,02:13:06,ef:e5:24:45:3c:ff:43:04,2.133.231.197,12939,45:a4:1a:16:21:a9:79:ea,1.146.223.237,33309,UDP,1,0
08/10/2018,20:35:06,e3:bd:84:96:74:6d:2d:bf,19.238.238.26,53249,b8:6c:fd:af:77:71:fe:6e,147.248.163.192,29390,TCP,1,0
05/20/2018,03:06:06,fe:00:64:26:f4:29:29:c7,151.225.107.120,32970,97:04:5c:0f:a6:4a:71:a3,182.195.79.9,30794,TCP,1,1
08/11/2018,10:03:06,88:ae:a7:d6:e4:c6:98:df,240.216.147.221,8192,17:3c:8c:37:d3:ed:f8:ba,95.55.222.156,12863,TCP,0,0
05/28/2018,11:04:06,8e:a0:53:49:05:62:73:35,46.119.74.251,38930,42:f2:52:13:e9:f8:ce:3f,227.247.196.169,29111,TCP,1,0
08/25/2018,21:40:06,6c:ca:80:4d:a2:49:61:5b,132.99.46.151,18614,5d:3b:ac:56:9b:e5:50:35,47.25.42.172,20152,UDP,0,0
02/03/2018,21:13:06,21:0a:e8:32:c3:c1:a4:45,171.131.7.171,24588,aa:e2:1e:9a:87:26:a4:3c,140.245.223.175,25240,TCP,1,0
04/15/2018,15:49:06,9a:ac:c1:90:7e:c9:81:c2,156.220.228.35,31784,5a:a6:61:a7:ef:f5:7c:5e,112.201.40.43,3554,UDP,1,0
12/22/2018,20:32:06,43:32:c4:43:e9:5d:92:32,218.112.30.208,13781,94:2e:55:4f:aa:e3:b2:55,45.248.94.85,15067,TCP,1,1
04/18/2018,18:01:06,ce:86:dd:79:b4:46:f7:76,55.147.173.95,57714,49:19:97:ad:98:61:7c:7e,225.95.41.248,4363,TCP,1,1
04/06/2018,14:03:06,f5:e3:e4:3c:aa:de:eb:57,135.229.203.46,20896,8c:38:04:b1:51:69:39:7c,203.80.227.45,37392,UDP,1,1
11/12/2018,10:39:06,a3:41:de:f9:30:bf:a3:5a,56.29.92.185,28437,50:80:d2:26:30:2b:55:1b,99.20.82.217,63830,TCP,1,1
05/02/2018,19:33:06,10:16:44:78:98:0c:fa:78,20.89.214.179,65361,d1:e7:bc:d4:ed:f6:66:57,201.158.85.115,772,UDP,0,1
05/08/2018,07:07:06,b5:72:98:69:d6:bf:20:9c,10.61.24.138,53700,fc:dc:30:aa:69:43:e4:d2,48.150.238.40,12188,UDP,1,1
03/23/2018,12:55:06,2c:27:62:0f:c0:ef:5a:8c,183.180.194.3,41194,a7:ec:b8:5f:93:5e:63:7f,116.79.215.32,6258,TCP,0,0
11/07/2018,00:29:06,91:ae:6b:ef:24:b7:b6:da,68.141.38.77,51611,2a:74:c5:d3:76:6f:bd:35,142.49.176.33,64735,UDP,1,1
12/26/2018,12:51:06,67:7d:11:89:63:1c:10:bd,104.228.143.134,41140,81:ce:d9:9a:b2:4d:c6:01,215.7.83.102,21553,TCP,0,0
09/01/2018,19:36:06,30:b8:e0:fa:c3:16:1c:2d,31.206.180.47,61644,40:af:80:c0:58:8a:68:c5,142.134.251.145,23032,TCP,1,0
03/15/2018,22:17:06,89:23:7e:7f:95:2a:76:df,237.217.155.247,4053,99:ba:28:86:d0:7c:ca:d4,14.219.142.51,15364,UDP,1,1
10/29/2018,01:49:06,b1:60:da:31:57:c1:51:75,92.193.151.12,27291,86:30:68:37:4c:e6:67:7f,145.146.78.154,2302,TCP,1,0
05/09/2018,14:45:06,eb:bf:1a:bc:8e:00:ea:e5,1.68.135.37,39001,4a:14:72:ce:1a:b2:f7:ec,118.249.100.84,64910,TCP,1,1
08/20/2018,17:18:06,a6:83:1a:f4:59:2d:52:ed,7.44.14.240,18111,d6:33:bf:e0:3b:68:3a:f8,82.112.105.213,37804,TCP,1,1
04/05/2018,12:21:06,8d:f4:0d:ec:10:c0:34:d1,18.72.242.165,39684,4f:f5:99:16:7f:2b:d6:92,156.38.174.118,20688,UDP,1,0
12/24/2018,06:57:06,53:ad:62:0d:6f:22:02:ab,204.73.76.14,61556,d6:52:38:7b:9b:ac:96:52,35.164.228.123,19430,UDP,0,1
02/04/2018,17:23:06,0e:d9:b4:3b:25:50:df:10,110.240.43.120,58543,97:c4:f5:b5:71:bf:c8:d8,178.139.31.52,38919,UDP,1,1
02/19/2018,20:28:06,49:15:5f:8a:d1:52:a5:29,209.136.123.74,19823,0c:32:c2:8e:2c:5e:a2:6e,139.185.235.126,22996,UDP,0,0
10/12/2018,13:36:06,83:56:bd:21:81:b2:2d:ef,252.9.79.205,25168,c9:96:91:11:18:cd:8e:83,5.65.58.242,52581,UDP,0,1
02/23/2018,06:31:06,99:69:4f:cb:bf:4a:b4:a2,180.94.58.74,9470,98:5e:ea:83:58:8f:66:f0,43.79.194.166,63824,TCP,1,0
09/13/2018,15:17:06,25:3d:45:64:70:ba:20:ef,62.158.222.239,3201,e3:fe:e5:52:84:db:27:52,167.134.29.180,7005,UDP,0,0
07/09/2018,18:49:06,ee:19:90:77:98:8c:e1:24,84.33.247.74,52661,fc:63:eb:86:7b:09:ee:89,192.46.248.89,40633,UDP,0,1
02/18/2018,17:45:06,94:8f:c6:3e:e9:2a:71:52,15.183.140.136,4869,a5:10:3e:a4:f3:48:61:91,52.12.203.193,26201,TCP,1,0
12/25/2018,14:23:06,4e:81:10:f2:15:e1:82:33,106.123.224.162,6783,51:c6:9b:29:cb:29:75:13,202.19.22.100,42992,UDP,0,1
02/01/2018,20:43:06,85:9c:bf:84:e1:4d:7d:a1,7.189.174.79,52193,6d:e5:69:66:a4:04:e9:ee,71.239.44.182,41920,UDP,0,0
11/08/2018,04:11:06,e9:5c:b9:42:3c:60:b2:ae,30.169.204.19,43515,b9:d4:c1:95:bb:54:f2:76,93.105.104.40,46343,TCP,1,0
09/08/2018,01:17:06,a3:66:7a:ca:d6:e8:03:b4,112.235.172.72,30960,c4:a7:84:92:c8:9c:2c:6a,93.8.164.58,24566,UDP,0,1
03/18/2018,20:56:06,7d:64:e0:5b:29:52:4a:4f,73.88.6.109,13890,d3:70:a1:7b:8d:70:d9:ac,29.146.127.147,13472,UDP,1,1
11/10/2018,08:51:06,89:6d:56:7b:c4:8d:82:e7,249.249.126.10,65444,a0:6a:cb:f5:be:cb:fe:77,91.150.91.172,27215,UDP,0,1
06/18/2018,22:40:06,3b:fb:83:c4:84:63:2c:2d,154.124.221.247,23590,f6:42:2d:7e:6f:1c:0e:22,164.110.207.149,49619,UDP,0,0
12/08/2018,05:32:06,3d:b2:c2:02:6b:0c:56:4b,116.184.140.223,53243,fb:bf:2a:14:9a:5c:54:5a,122.152.233.115,36098,TCP,1,1
11/13/2018,08:33:06,cf:c4:da:d5:28:14:d7:50,160.187.139.38,1154,4d:ae:26:ff:ec:fa:63:3c,139.121.208.100,12912,UDP,1,0
08/04/2018,02:50:06,74:39:fc:4e:4d:1a:e5:40,66.124.6.46,28749,58:90:82:5c:38:ba:c7:6b,169.141.78.60,18708,TCP,1,0
03/16/2018,18:06:06,0c:73:f2:dc:a2:24:7a:25,180.172.240.107,53447,72:a7:f9:6c:d1:b0:e9:70,227.176.2.57,27053,TCP,0,0
06/11/2018,16:30:06,29:4c:7a:65:a3:17:43:d4,163.142.136.163,38504,3d:54:e5:56:37:6a:96:5a,86.33.194.172,16726,UDP,1,0
09/12/2018,00:19:07,93:9a:dc:f2:51:72:dc:bf,131.171.149.165,50288,74:4c:6c:f3:ba:30:19:e2,174.26.177.212,36523,UDP,1,0
03/14/2018,17:09:07,76:ab:88:f7:b3:f9:84:01,123.147.187.35,9644,64:6a:0e:bf:0a:8a:25:e3,17.19.171.196,41341,UDP,0,0
11/25/2018,02:37:07,f2:9d:46:b8:30:f5:48:de,2.17.65.161,52559,02:ca:3b:eb:d2:e5:00:ca,92.65.90.196,43202,UDP,0,1
08/18/2018,05:43:07,93:c6:9f:5f:9b:e2:cd:71,179.108.30.133,56520,71:38:9b:a9:4d:0f:6c:b3,99.151.62.221,17103,TCP,0,0
02/08/2018,21:31:07,0d:6e:ef:a1:97:6e:bb:d1,27.2.244.230,50961,39:9b:df:7e:0e:e9:61:ae,253.78.28.202,23428,UDP,1,0
03/14/2018,21:18:07,5d:22:7e:ae:60:08:97:f8,77.125.3.153,56514,70:c5:67:4d:35:1f:1d:ab,201.206.166.11,55388,TCP,1,1
12/22/2018,14:34:07,32:9d:70:8f:a5:ed:e9:d3,29.204.148.180,35052,22:0c:42:6c:22:f0:d3:0f,55.107.247.32,15293,TCP,1,0
05/01/2018,03:21:07,5d:ce:5b:2c:ad:8f:d8:12,150.231.23.60,16218,ed:e9:2b:f4:c1:27:c3:6d,36.245.247.118,22628,TCP,1,1
03/19/2018,21:26:07,62:7b:ae:37:46:89:e9:39,146.247.198.192,54026,7d:f1:fb:c3:cd:ca:78:b7,98.222.221.47,21398,TCP,1,1
07/06/2018,10:20:07,ac:52:95:13:49:6f:c0:c2,147.248.104.16,35078,8b:0b:66:1f:32:12:98:b4,111.132.235.157,4750,UDP,0,0
06/20/2018,11:36:07,a7:80:dc:da:bb:b8:95:01,20.113.165.129,11011,9b:dd:64:26:7c:56:95:1c,220.40.209.233,32505,UDP,1,0
